subset,class,source,group,file,orig,w,h,text_frac_small,text_density
panel,japanese,jp_panel,Images_1__18___p0,panel/japanese/jp_panel__Images_1__18___p0__Images_1__18___p0.jpg.jpg,manga_panels\Images_1__18___p0.jpg,388,640,0.1005,1670.8
panel,japanese,jp_panel,Images_1__19___p0,panel/japanese/jp_panel__Images_1__19___p0__Images_1__19___p0.jpg.jpg,manga_panels\Images_1__19___p0.jpg,599,640,0.3684,18676.7
panel,japanese,jp_panel,Images_1__19___p1,panel/japanese/jp_panel__Images_1__19___p1__Images_1__19___p1.jpg.jpg,manga_panels\Images_1__19___p1.jpg,602,640,0.0825,314.8
panel,japanese,jp_panel,Images_1__21___p0,panel/japanese/jp_panel__Images_1__21___p0__Images_1__21___p0.jpg.jpg,manga_panels\Images_1__21___p0.jpg,411,640,0.2061,6533.2
panel,japanese,jp_panel,Images_1__22___p13,panel/japanese/jp_panel__Images_1__22___p13__Images_1__22___p13.jpg.jpg,manga_panels\Images_1__22___p13.jpg,187,445,0.5989,17484.8
panel,japanese,jp_panel,Images_1__24___p0,panel/japanese/jp_panel__Images_1__24___p0__Images_1__24___p0.jpg.jpg,manga_panels\Images_1__24___p0.jpg,332,640,0.1562,3081.1
panel,japanese,jp_panel,Images_1__25___p0,panel/japanese/jp_panel__Images_1__25___p0__Images_1__25___p0.jpg.jpg,manga_panels\Images_1__25___p0.jpg,361,640,0.1331,2544.2
panel,japanese,jp_panel,Images_1__26___p0,panel/japanese/jp_panel__Images_1__26___p0__Images_1__26___p0.jpg.jpg,manga_panels\Images_1__26___p0.jpg,640,346,0.1235,4423.9
panel,japanese,jp_panel,Images_1__27___p0,panel/japanese/jp_panel__Images_1__27___p0__Images_1__27___p0.jpg.jpg,manga_panels\Images_1__27___p0.jpg,515,640,0.0851,405.9
panel,japanese,jp_panel,Images_1__28___p0,panel/japanese/jp_panel__Images_1__28___p0__Images_1__28___p0.jpg.jpg,manga_panels\Images_1__28___p0.jpg,439,640,0.2414,2676.5
panel,japanese,jp_panel,Images_1__29___p0,panel/japanese/jp_panel__Images_1__29___p0__Images_1__29___p0.jpg.jpg,manga_panels\Images_1__29___p0.jpg,358,529,0.0885,2677.1
panel,japanese,jp_panel,Images_1__30___p0,panel/japanese/jp_panel__Images_1__30___p0__Images_1__30___p0.jpg.jpg,manga_panels\Images_1__30___p0.jpg,390,498,0.0772,2770.1
panel,japanese,jp_panel,Images_1__30___p1,panel/japanese/jp_panel__Images_1__30___p1__Images_1__30___p1.jpg.jpg,manga_panels\Images_1__30___p1.jpg,495,161,0.0278,828.2
panel,japanese,jp_panel,Images_1__30___p3,panel/japanese/jp_panel__Images_1__30___p3__Images_1__30___p3.jpg.jpg,manga_panels\Images_1__30___p3.jpg,319,165,0.0705,6136.6
panel,japanese,jp_panel,Images_1__30___p8,panel/japanese/jp_panel__Images_1__30___p8__Images_1__30___p8.jpg.jpg,manga_panels\Images_1__30___p8.jpg,640,182,0.0588,2770.5
panel,japanese,jp_panel,Images_1__31___p0,panel/japanese/jp_panel__Images_1__31___p0__Images_1__31___p0.jpg.jpg,manga_panels\Images_1__31___p0.jpg,640,640,0.1125,4355.6
panel,japanese,jp_panel,Images_1__32___p0,panel/japanese/jp_panel__Images_1__32___p0__Images_1__32___p0.jpg.jpg,manga_panels\Images_1__32___p0.jpg,518,640,0.184,815.1
panel,japanese,jp_panel,Images_1__33___p0,panel/japanese/jp_panel__Images_1__33___p0__Images_1__33___p0.jpg.jpg,manga_panels\Images_1__33___p0.jpg,319,640,0.0593,218.1
panel,japanese,jp_panel,Images_1__34___p0,panel/japanese/jp_panel__Images_1__34___p0__Images_1__34___p0.jpg.jpg,manga_panels\Images_1__34___p0.jpg,479,640,0.0964,665.2
panel,japanese,jp_panel,Images_1__35___p2,panel/japanese/jp_panel__Images_1__35___p2__Images_1__35___p2.jpg.jpg,manga_panels\Images_1__35___p2.jpg,304,640,0.0793,911.2
panel,japanese,jp_panel,Images_1__36___p0,panel/japanese/jp_panel__Images_1__36___p0__Images_1__36___p0.jpg.jpg,manga_panels\Images_1__36___p0.jpg,360,640,0.3704,343.9
panel,japanese,jp_panel,Images_1__37___p0,panel/japanese/jp_panel__Images_1__37___p0__Images_1__37___p0.jpg.jpg,manga_panels\Images_1__37___p0.jpg,337,640,0.1016,558.8
panel,japanese,jp_panel,Images_1__38___p0,panel/japanese/jp_panel__Images_1__38___p0__Images_1__38___p0.jpg.jpg,manga_panels\Images_1__38___p0.jpg,519,640,0.1663,270.4
panel,japanese,jp_panel,Images_1__39___p0,panel/japanese/jp_panel__Images_1__39___p0__Images_1__39___p0.jpg.jpg,manga_panels\Images_1__39___p0.jpg,400,640,0.119,1596.3
panel,japanese,jp_panel,Images_1__3___p0,panel/japanese/jp_panel__Images_1__3___p0__Images_1__3___p0.jpg.jpg,manga_panels\Images_1__3___p0.jpg,554,483,0.1036,1169.7
panel,japanese,jp_panel,Images_1__3___p4,panel/japanese/jp_panel__Images_1__3___p4__Images_1__3___p4.jpg.jpg,manga_panels\Images_1__3___p4.jpg,554,210,0.0579,524.3
panel,japanese,jp_panel,Images_1__40___p0,panel/japanese/jp_panel__Images_1__40___p0__Images_1__40___p0.jpg.jpg,manga_panels\Images_1__40___p0.jpg,640,625,0.0611,325.6
panel,japanese,jp_panel,Images_1__4___p0,panel/japanese/jp_panel__Images_1__4___p0__Images_1__4___p0.jpg.jpg,manga_panels\Images_1__4___p0.jpg,640,640,0.2671,918.9
panel,japanese,jp_panel,Images_1__8___p0,panel/japanese/jp_panel__Images_1__8___p0__Images_1__8___p0.jpg.jpg,manga_panels\Images_1__8___p0.jpg,640,253,0.1091,1359.2
panel,japanese,jp_panel,Images_1__8___p1,panel/japanese/jp_panel__Images_1__8___p1__Images_1__8___p1.jpg.jpg,manga_panels\Images_1__8___p1.jpg,640,534,0.1798,1816.6
panel,japanese,jp_panel,naruto__10___p0,panel/japanese/jp_panel__naruto__10___p0__naruto__10___p0.jpg.jpg,manga_panels\naruto__10___p0.jpg,429,640,0.497,11926.6
panel,japanese,jp_panel,naruto__11___p0,panel/japanese/jp_panel__naruto__11___p0__naruto__11___p0.jpg.jpg,manga_panels\naruto__11___p0.jpg,454,640,0.0647,1944.9
panel,japanese,jp_panel,naruto__16___p0,panel/japanese/jp_panel__naruto__16___p0__naruto__16___p0.jpg.jpg,manga_panels\naruto__16___p0.jpg,439,640,0.4309,11849.3
panel,japanese,jp_panel,naruto__1___p0,panel/japanese/jp_panel__naruto__1___p0__naruto__1___p0.jpg.jpg,manga_panels\naruto__1___p0.jpg,457,640,0.2108,735.1
panel,japanese,jp_panel,naruto__2___p0,panel/japanese/jp_panel__naruto__2___p0__naruto__2___p0.jpg.jpg,manga_panels\naruto__2___p0.jpg,640,336,0.1037,1664.7
panel,japanese,jp_panel,naruto__3___p0,panel/japanese/jp_panel__naruto__3___p0__naruto__3___p0.jpg.jpg,manga_panels\naruto__3___p0.jpg,474,640,0.1658,4510.8
panel,japanese,jp_panel,naruto__4___p3,panel/japanese/jp_panel__naruto__4___p3__naruto__4___p3.jpg.jpg,manga_panels\naruto__4___p3.jpg,444,640,0.3654,18070.9
panel,japanese,jp_panel,naruto__5___p0,panel/japanese/jp_panel__naruto__5___p0__naruto__5___p0.jpg.jpg,manga_panels\naruto__5___p0.jpg,640,457,0.3525,5037.0
panel,japanese,jp_panel,naruto__6___p0,panel/japanese/jp_panel__naruto__6___p0__naruto__6___p0.jpg.jpg,manga_panels\naruto__6___p0.jpg,432,640,0.147,3407.3
panel,japanese,jp_panel,naruto__7___p0,panel/japanese/jp_panel__naruto__7___p0__naruto__7___p0.jpg.jpg,manga_panels\naruto__7___p0.jpg,391,185,0.0898,8350.0
panel,japanese,jp_panel,naruto__7___p19,panel/japanese/jp_panel__naruto__7___p19__naruto__7___p19.jpg.jpg,manga_panels\naruto__7___p19.jpg,299,423,0.4314,27246.1
panel,japanese,jp_panel,naruto__7___p24,panel/japanese/jp_panel__naruto__7___p24__naruto__7___p24.jpg.jpg,manga_panels\naruto__7___p24.jpg,177,388,0.3569,21681.5
panel,japanese,jp_panel,naruto__7___p35,panel/japanese/jp_panel__naruto__7___p35__naruto__7___p35.jpg.jpg,manga_panels\naruto__7___p35.jpg,640,152,0.4487,31170.0
panel,japanese,jp_panel,naruto__7___p36,panel/japanese/jp_panel__naruto__7___p36__naruto__7___p36.jpg.jpg,manga_panels\naruto__7___p36.jpg,569,180,0.3704,27543.4
panel,japanese,jp_panel,naruto__7___p37,panel/japanese/jp_panel__naruto__7___p37__naruto__7___p37.jpg.jpg,manga_panels\naruto__7___p37.jpg,242,180,0.0808,7415.1
panel,japanese,jp_panel,naruto__7___p4,panel/japanese/jp_panel__naruto__7___p4__naruto__7___p4.jpg.jpg,manga_panels\naruto__7___p4.jpg,233,185,0.1226,14940.3
panel,japanese,jp_panel,naruto__7___p41,panel/japanese/jp_panel__naruto__7___p41__naruto__7___p41.jpg.jpg,manga_panels\naruto__7___p41.jpg,640,198,0.2628,17439.7
panel,japanese,jp_panel,naruto__7___p42,panel/japanese/jp_panel__naruto__7___p42__naruto__7___p42.jpg.jpg,manga_panels\naruto__7___p42.jpg,640,263,0.4581,28082.8
panel,japanese,jp_panel,naruto__7___p7,panel/japanese/jp_panel__naruto__7___p7__naruto__7___p7.jpg.jpg,manga_panels\naruto__7___p7.jpg,640,341,0.1464,12626.0
panel,japanese,jp_panel,naruto__7___p8,panel/japanese/jp_panel__naruto__7___p8__naruto__7___p8.jpg.jpg,manga_panels\naruto__7___p8.jpg,411,535,0.297,16758.8
panel,japanese,jp_panel,naruto__8___p0,panel/japanese/jp_panel__naruto__8___p0__naruto__8___p0.jpg.jpg,manga_panels\naruto__8___p0.jpg,542,640,0.086,609.8
panel,western,us_panel,1050,panel/western/us_panel__1050__0_0.jpg.jpg,comics_panels\1050\0_0.jpg,640,575,0.2146,6588.3
panel,western,us_panel,1050,panel/western/us_panel__1050__0_1.jpg.jpg,comics_panels\1050\0_1.jpg,481,640,0.1305,4750.1
panel,western,us_panel,1050,panel/western/us_panel__1050__0_2.jpg.jpg,comics_panels\1050\0_2.jpg,640,614,0.1043,4108.4
panel,western,us_panel,1050,panel/western/us_panel__1050__10_0.jpg.jpg,comics_panels\1050\10_0.jpg,561,640,0.2401,11104.8
panel,western,us_panel,1050,panel/western/us_panel__1050__10_1.jpg.jpg,comics_panels\1050\10_1.jpg,640,637,0.2622,10101.6
panel,western,us_panel,1050,panel/western/us_panel__1050__10_2.jpg.jpg,comics_panels\1050\10_2.jpg,437,640,0.1109,1992.2
panel,western,us_panel,1050,panel/western/us_panel__1050__10_3.jpg.jpg,comics_panels\1050\10_3.jpg,509,640,0.119,3005.6
panel,western,us_panel,1050,panel/western/us_panel__1050__10_4.jpg.jpg,comics_panels\1050\10_4.jpg,492,638,0.307,14272.2
panel,western,us_panel,1050,panel/western/us_panel__1050__10_5.jpg.jpg,comics_panels\1050\10_5.jpg,640,603,0.176,3381.8
panel,western,us_panel,1050,panel/western/us_panel__1050__10_6.jpg.jpg,comics_panels\1050\10_6.jpg,640,587,0.2609,8502.1
panel,western,us_panel,1050,panel/western/us_panel__1050__11_0.jpg.jpg,comics_panels\1050\11_0.jpg,640,605,0.2302,6612.3
panel,western,us_panel,1050,panel/western/us_panel__1050__11_1.jpg.jpg,comics_panels\1050\11_1.jpg,640,592,0.2029,6663.4
panel,western,us_panel,1050,panel/western/us_panel__1050__11_2.jpg.jpg,comics_panels\1050\11_2.jpg,415,635,0.1559,5604.8
panel,western,us_panel,1050,panel/western/us_panel__1050__11_3.jpg.jpg,comics_panels\1050\11_3.jpg,430,596,0.1129,4678.5
panel,western,us_panel,1050,panel/western/us_panel__1050__11_4.jpg.jpg,comics_panels\1050\11_4.jpg,412,640,0.1207,4474.7
panel,western,us_panel,1050,panel/western/us_panel__1050__11_5.jpg.jpg,comics_panels\1050\11_5.jpg,640,606,0.1358,4102.2
panel,western,us_panel,1050,panel/western/us_panel__1050__11_6.jpg.jpg,comics_panels\1050\11_6.jpg,636,640,0.3024,7826.5
panel,western,us_panel,1050,panel/western/us_panel__1050__12_0.jpg.jpg,comics_panels\1050\12_0.jpg,633,627,0.2666,9871.7
panel,western,us_panel,1050,panel/western/us_panel__1050__12_1.jpg.jpg,comics_panels\1050\12_1.jpg,640,603,0.2116,6034.8
panel,western,us_panel,1050,panel/western/us_panel__1050__12_2.jpg.jpg,comics_panels\1050\12_2.jpg,470,639,0.0791,2773.6
panel,western,us_panel,1050,panel/western/us_panel__1050__12_3.jpg.jpg,comics_panels\1050\12_3.jpg,414,620,0.1908,9478.7
panel,western,us_panel,1050,panel/western/us_panel__1050__12_4.jpg.jpg,comics_panels\1050\12_4.jpg,424,640,0.2391,7379.5
panel,western,us_panel,1050,panel/western/us_panel__1050__12_5.jpg.jpg,comics_panels\1050\12_5.jpg,628,640,0.2093,10902.2
panel,western,us_panel,1050,panel/western/us_panel__1050__12_6.jpg.jpg,comics_panels\1050\12_6.jpg,636,640,0.1035,3869.4
panel,western,us_panel,1050,panel/western/us_panel__1050__13_0.jpg.jpg,comics_panels\1050\13_0.jpg,640,617,0.3054,13615.5
panel,western,us_panel,1050,panel/western/us_panel__1050__13_1.jpg.jpg,comics_panels\1050\13_1.jpg,640,588,0.1641,5074.0
panel,western,us_panel,1050,panel/western/us_panel__1050__13_2.jpg.jpg,comics_panels\1050\13_2.jpg,454,640,0.2248,8018.3
panel,western,us_panel,1050,panel/western/us_panel__1050__13_3.jpg.jpg,comics_panels\1050\13_3.jpg,473,632,0.1301,4308.6
panel,western,us_panel,1050,panel/western/us_panel__1050__13_4.jpg.jpg,comics_panels\1050\13_4.jpg,444,640,0.3256,14859.2
panel,western,us_panel,1050,panel/western/us_panel__1050__13_5.jpg.jpg,comics_panels\1050\13_5.jpg,640,603,0.1989,3605.9
panel,western,us_panel,1050,panel/western/us_panel__1050__13_6.jpg.jpg,comics_panels\1050\13_6.jpg,640,607,0.1348,3089.7
panel,western,us_panel,1050,panel/western/us_panel__1050__14_0.jpg.jpg,comics_panels\1050\14_0.jpg,638,640,0.3435,14811.1
panel,western,us_panel,1050,panel/western/us_panel__1050__14_1.jpg.jpg,comics_panels\1050\14_1.jpg,374,640,0.1358,3547.3
panel,western,us_panel,1050,panel/western/us_panel__1050__14_2.jpg.jpg,comics_panels\1050\14_2.jpg,442,640,0.259,7349.9
panel,western,us_panel,1050,panel/western/us_panel__1050__14_3.jpg.jpg,comics_panels\1050\14_3.jpg,419,640,0.2043,6675.9
panel,western,us_panel,1050,panel/western/us_panel__1050__15_0.jpg.jpg,comics_panels\1050\15_0.jpg,640,584,0.2938,16348.4
panel,western,us_panel,1050,panel/western/us_panel__1050__15_1.jpg.jpg,comics_panels\1050\15_1.jpg,640,614,0.0919,3813.6
panel,western,us_panel,1050,panel/western/us_panel__1050__15_2.jpg.jpg,comics_panels\1050\15_2.jpg,634,640,0.2086,6681.1
panel,western,us_panel,1050,panel/western/us_panel__1050__15_3.jpg.jpg,comics_panels\1050\15_3.jpg,640,617,0.2955,12870.9
panel,western,us_panel,1050,panel/western/us_panel__1050__15_4.jpg.jpg,comics_panels\1050\15_4.jpg,436,640,0.2391,9559.4
panel,western,us_panel,1050,panel/western/us_panel__1050__15_5.jpg.jpg,comics_panels\1050\15_5.jpg,454,640,0.2368,6238.0
panel,western,us_panel,1050,panel/western/us_panel__1050__15_6.jpg.jpg,comics_panels\1050\15_6.jpg,383,640,0.186,6591.3
panel,western,us_panel,1050,panel/western/us_panel__1050__16_0.jpg.jpg,comics_panels\1050\16_0.jpg,637,640,0.1604,7994.5
panel,western,us_panel,1050,panel/western/us_panel__1050__16_1.jpg.jpg,comics_panels\1050\16_1.jpg,608,640,0.2355,8369.4
panel,western,us_panel,1050,panel/western/us_panel__1050__16_2.jpg.jpg,comics_panels\1050\16_2.jpg,408,640,0.115,3377.1
panel,western,us_panel,1050,panel/western/us_panel__1050__16_3.jpg.jpg,comics_panels\1050\16_3.jpg,409,640,0.0897,4544.5
panel,western,us_panel,1050,panel/western/us_panel__1050__16_4.jpg.jpg,comics_panels\1050\16_4.jpg,424,633,0.1388,7336.3
panel,western,us_panel,1050,panel/western/us_panel__1050__16_5.jpg.jpg,comics_panels\1050\16_5.jpg,624,640,0.2081,10276.1
panel,western,us_panel,1050,panel/western/us_panel__1050__16_6.jpg.jpg,comics_panels\1050\16_6.jpg,640,599,0.2995,14604.8
panel,western,us_panel,1050,panel/western/us_panel__1050__17_0.jpg.jpg,comics_panels\1050\17_0.jpg,467,640,0.2633,12784.5
panel,western,us_panel,1050,panel/western/us_panel__1050__17_1.jpg.jpg,comics_panels\1050\17_1.jpg,432,640,0.1841,6290.9
panel,western,us_panel,1050,panel/western/us_panel__1050__17_2.jpg.jpg,comics_panels\1050\17_2.jpg,493,640,0.2763,12599.3
panel,western,us_panel,1050,panel/western/us_panel__1050__17_3.jpg.jpg,comics_panels\1050\17_3.jpg,640,602,0.2386,8305.3
panel,western,us_panel,1050,panel/western/us_panel__1050__17_4.jpg.jpg,comics_panels\1050\17_4.jpg,640,615,0.1985,6024.2
panel,western,us_panel,1050,panel/western/us_panel__1050__17_5.jpg.jpg,comics_panels\1050\17_5.jpg,640,639,0.205,9814.7
panel,western,us_panel,1050,panel/western/us_panel__1050__17_6.jpg.jpg,comics_panels\1050\17_6.jpg,584,640,0.1858,8158.6
panel,western,us_panel,1050,panel/western/us_panel__1050__18_0.jpg.jpg,comics_panels\1050\18_0.jpg,383,640,0.1861,10264.6
panel,western,us_panel,1050,panel/western/us_panel__1050__18_1.jpg.jpg,comics_panels\1050\18_1.jpg,410,640,0.2421,15689.7
panel,western,us_panel,1050,panel/western/us_panel__1050__18_2.jpg.jpg,comics_panels\1050\18_2.jpg,395,640,0.1183,2681.1
panel,western,us_panel,1050,panel/western/us_panel__1050__18_3.jpg.jpg,comics_panels\1050\18_3.jpg,640,626,0.2143,7891.8
panel,western,us_panel,1050,panel/western/us_panel__1050__18_4.jpg.jpg,comics_panels\1050\18_4.jpg,639,640,0.2245,7155.3
panel,western,us_panel,1050,panel/western/us_panel__1050__19_0.jpg.jpg,comics_panels\1050\19_0.jpg,640,628,0.4148,14537.7
panel,western,us_panel,1050,panel/western/us_panel__1050__19_1.jpg.jpg,comics_panels\1050\19_1.jpg,598,640,0.2479,6403.6
panel,western,us_panel,1050,panel/western/us_panel__1050__19_2.jpg.jpg,comics_panels\1050\19_2.jpg,272,640,0.1942,8586.3
panel,western,us_panel,1050,panel/western/us_panel__1050__19_3.jpg.jpg,comics_panels\1050\19_3.jpg,455,640,0.1042,5464.3
panel,western,us_panel,1050,panel/western/us_panel__1050__19_4.jpg.jpg,comics_panels\1050\19_4.jpg,399,640,0.1692,3337.3
panel,western,us_panel,1050,panel/western/us_panel__1050__1_0.jpg.jpg,comics_panels\1050\1_0.jpg,640,224,0.0318,884.3
panel,western,us_panel,1050,panel/western/us_panel__1050__1_2.jpg.jpg,comics_panels\1050\1_2.jpg,640,300,0.3958,2845.7
panel,western,us_panel,1050,panel/western/us_panel__1050__20_0.jpg.jpg,comics_panels\1050\20_0.jpg,640,632,0.3301,15212.4
panel,western,us_panel,1050,panel/western/us_panel__1050__20_1.jpg.jpg,comics_panels\1050\20_1.jpg,640,574,0.2038,4165.5
panel,western,us_panel,1050,panel/western/us_panel__1050__20_2.jpg.jpg,comics_panels\1050\20_2.jpg,565,640,0.2072,8701.3
panel,western,us_panel,1050,panel/western/us_panel__1050__20_3.jpg.jpg,comics_panels\1050\20_3.jpg,497,640,0.2054,7684.2
panel,western,us_panel,1050,panel/western/us_panel__1050__20_4.jpg.jpg,comics_panels\1050\20_4.jpg,476,640,0.309,11321.2
panel,western,us_panel,1050,panel/western/us_panel__1050__20_5.jpg.jpg,comics_panels\1050\20_5.jpg,640,622,0.2106,5063.8
panel,western,us_panel,1050,panel/western/us_panel__1050__20_6.jpg.jpg,comics_panels\1050\20_6.jpg,610,640,0.2127,5666.7
panel,western,us_panel,1050,panel/western/us_panel__1050__21_0.jpg.jpg,comics_panels\1050\21_0.jpg,401,640,0.1648,6532.9
panel,western,us_panel,1050,panel/western/us_panel__1050__21_1.jpg.jpg,comics_panels\1050\21_1.jpg,386,640,0.3696,16462.3
panel,western,us_panel,1050,panel/western/us_panel__1050__21_2.jpg.jpg,comics_panels\1050\21_2.jpg,426,640,0.114,7679.7
panel,western,us_panel,1050,panel/western/us_panel__1050__21_3.jpg.jpg,comics_panels\1050\21_3.jpg,640,586,0.0964,3151.6
panel,western,us_panel,1050,panel/western/us_panel__1050__21_4.jpg.jpg,comics_panels\1050\21_4.jpg,640,584,0.158,7910.8
panel,western,us_panel,1050,panel/western/us_panel__1050__21_5.jpg.jpg,comics_panels\1050\21_5.jpg,432,640,0.1325,6794.9
panel,western,us_panel,1050,panel/western/us_panel__1050__21_6.jpg.jpg,comics_panels\1050\21_6.jpg,373,640,0.1386,5797.8
panel,western,us_panel,1050,panel/western/us_panel__1050__21_7.jpg.jpg,comics_panels\1050\21_7.jpg,460,640,0.1637,6482.3
panel,western,us_panel,1050,panel/western/us_panel__1050__22_0.jpg.jpg,comics_panels\1050\22_0.jpg,410,632,0.144,6016.5
panel,western,us_panel,1050,panel/western/us_panel__1050__22_1.jpg.jpg,comics_panels\1050\22_1.jpg,508,618,0.0723,2898.6
panel,western,us_panel,1050,panel/western/us_panel__1050__22_2.jpg.jpg,comics_panels\1050\22_2.jpg,423,640,0.2542,13316.5
panel,western,us_panel,1050,panel/western/us_panel__1050__22_3.jpg.jpg,comics_panels\1050\22_3.jpg,639,640,0.1604,2908.9
panel,western,us_panel,1050,panel/western/us_panel__1050__22_4.jpg.jpg,comics_panels\1050\22_4.jpg,628,640,0.4173,16253.0
panel,western,us_panel,1050,panel/western/us_panel__1050__22_5.jpg.jpg,comics_panels\1050\22_5.jpg,432,640,0.2931,11100.4
panel,western,us_panel,1050,panel/western/us_panel__1050__22_6.jpg.jpg,comics_panels\1050\22_6.jpg,441,640,0.1572,5064.1
panel,western,us_panel,1050,panel/western/us_panel__1050__22_7.jpg.jpg,comics_panels\1050\22_7.jpg,437,640,0.1647,8381.7
panel,western,us_panel,1050,panel/western/us_panel__1050__23_0.jpg.jpg,comics_panels\1050\23_0.jpg,431,640,0.0889,2547.4
panel,western,us_panel,1050,panel/western/us_panel__1050__23_1.jpg.jpg,comics_panels\1050\23_1.jpg,433,640,0.1683,7618.6
panel,western,us_panel,1050,panel/western/us_panel__1050__23_2.jpg.jpg,comics_panels\1050\23_2.jpg,440,640,0.1987,9681.4
panel,western,us_panel,1050,panel/western/us_panel__1050__23_3.jpg.jpg,comics_panels\1050\23_3.jpg,640,608,0.1849,3308.9
panel,western,us_panel,1050,panel/western/us_panel__1050__23_4.jpg.jpg,comics_panels\1050\23_4.jpg,640,619,0.1938,3289.2
panel,western,us_panel,1050,panel/western/us_panel__1050__23_5.jpg.jpg,comics_panels\1050\23_5.jpg,614,640,0.3273,12859.2
panel,western,us_panel,1050,panel/western/us_panel__1050__23_6.jpg.jpg,comics_panels\1050\23_6.jpg,640,595,0.2467,8099.9
panel,western,us_panel,1050,panel/western/us_panel__1050__24_0.jpg.jpg,comics_panels\1050\24_0.jpg,455,604,0.1474,5752.9
panel,western,us_panel,1050,panel/western/us_panel__1050__24_1.jpg.jpg,comics_panels\1050\24_1.jpg,444,624,0.4183,8554.2
panel,western,us_panel,1050,panel/western/us_panel__1050__24_2.jpg.jpg,comics_panels\1050\24_2.jpg,418,633,0.0806,5109.7
panel,western,us_panel,1050,panel/western/us_panel__1050__24_3.jpg.jpg,comics_panels\1050\24_3.jpg,603,640,0.2428,4243.8
panel,western,us_panel,1050,panel/western/us_panel__1050__24_4.jpg.jpg,comics_panels\1050\24_4.jpg,640,632,0.2992,14146.2
panel,western,us_panel,1050,panel/western/us_panel__1050__24_5.jpg.jpg,comics_panels\1050\24_5.jpg,385,640,0.1401,7312.7
panel,western,us_panel,1050,panel/western/us_panel__1050__24_6.jpg.jpg,comics_panels\1050\24_6.jpg,431,640,0.0973,3788.2
panel,western,us_panel,1050,panel/western/us_panel__1050__24_7.jpg.jpg,comics_panels\1050\24_7.jpg,389,640,0.1399,6717.4
panel,western,us_panel,1050,panel/western/us_panel__1050__25_0.jpg.jpg,comics_panels\1050\25_0.jpg,640,627,0.3111,16265.4
panel,western,us_panel,1050,panel/western/us_panel__1050__25_1.jpg.jpg,comics_panels\1050\25_1.jpg,461,640,0.2266,5181.2
panel,western,us_panel,1050,panel/western/us_panel__1050__25_2.jpg.jpg,comics_panels\1050\25_2.jpg,640,545,0.3645,7867.0
panel,western,us_panel,1050,panel/western/us_panel__1050__25_3.jpg.jpg,comics_panels\1050\25_3.jpg,464,640,0.2539,8784.5
panel,western,us_panel,1050,panel/western/us_panel__1050__25_4.jpg.jpg,comics_panels\1050\25_4.jpg,640,579,0.3301,11644.5
panel,western,us_panel,1050,panel/western/us_panel__1050__27_0.jpg.jpg,comics_panels\1050\27_0.jpg,640,450,0.2779,8858.2
panel,western,us_panel,1050,panel/western/us_panel__1050__27_1.jpg.jpg,comics_panels\1050\27_1.jpg,379,640,0.1178,2882.3
panel,western,us_panel,1050,panel/western/us_panel__1050__27_2.jpg.jpg,comics_panels\1050\27_2.jpg,428,640,0.3729,14842.6
panel,western,us_panel,1050,panel/western/us_panel__1050__27_3.jpg.jpg,comics_panels\1050\27_3.jpg,481,640,0.138,4607.9
panel,western,us_panel,1050,panel/western/us_panel__1050__28_0.jpg.jpg,comics_panels\1050\28_0.jpg,410,640,0.0618,2079.3
panel,western,us_panel,1050,panel/western/us_panel__1050__28_1.jpg.jpg,comics_panels\1050\28_1.jpg,458,640,0.1672,4172.1
panel,western,us_panel,1050,panel/western/us_panel__1050__28_2.jpg.jpg,comics_panels\1050\28_2.jpg,456,640,0.3143,15018.6
panel,western,us_panel,1050,panel/western/us_panel__1050__28_3.jpg.jpg,comics_panels\1050\28_3.jpg,599,640,0.3421,11287.3
panel,western,us_panel,1050,panel/western/us_panel__1050__28_4.jpg.jpg,comics_panels\1050\28_4.jpg,640,612,0.2683,5051.3
panel,western,us_panel,1050,panel/western/us_panel__1050__28_5.jpg.jpg,comics_panels\1050\28_5.jpg,427,640,0.1508,6442.5
panel,western,us_panel,1050,panel/western/us_panel__1050__28_6.jpg.jpg,comics_panels\1050\28_6.jpg,422,640,0.1379,4141.3
panel,western,us_panel,1050,panel/western/us_panel__1050__28_7.jpg.jpg,comics_panels\1050\28_7.jpg,426,640,0.2485,10864.5
panel,western,us_panel,1050,panel/western/us_panel__1050__29_0.jpg.jpg,comics_panels\1050\29_0.jpg,640,613,0.3802,20095.6
panel,western,us_panel,1050,panel/western/us_panel__1050__29_1.jpg.jpg,comics_panels\1050\29_1.jpg,628,640,0.1465,3585.7
panel,western,us_panel,1050,panel/western/us_panel__1050__29_2.jpg.jpg,comics_panels\1050\29_2.jpg,640,587,0.1729,1561.2
panel,western,us_panel,1050,panel/western/us_panel__1050__29_3.jpg.jpg,comics_panels\1050\29_3.jpg,640,628,0.2783,5381.6
panel,western,us_panel,1050,panel/western/us_panel__1050__29_4.jpg.jpg,comics_panels\1050\29_4.jpg,602,640,0.2997,6715.3
panel,western,us_panel,1050,panel/western/us_panel__1050__29_5.jpg.jpg,comics_panels\1050\29_5.jpg,582,640,0.2441,5028.0
panel,western,us_panel,1050,panel/western/us_panel__1050__2_0.jpg.jpg,comics_panels\1050\2_0.jpg,640,504,0.3399,12317.3
panel,western,us_panel,1050,panel/western/us_panel__1050__2_1.jpg.jpg,comics_panels\1050\2_1.jpg,623,627,0.2492,4482.6
